class,race_id,win_order,name,ts,stamina,sprinting,jockey,run_speed,intel,cooperation,acceleration,course_length
c,263,4,ARL,76,504,0,2,1735,50,100,50,0
c,264,3,SEAN,85,504,0,2,1783,50,100,50,0
c,264,1,FOX,74,522,0,0,1844,100,100,50,0
c,264,2,TOM,77,517,0,3,1766,50,100,50,0
c,264,4,RICA,74,560,0,2,1707,50,100,50,0
c,264,5,NANCY,84,545,0,2,1713,100,100,50,0
c,264,0,ANDY,81,506,0,0,1850,100,100,50,0
c,265,2,GRAHAM,83,538,0,2,1730,100,100,50,0
c,265,0,EDWARD,86,543,0,0,1754,100,100,50,0
c,265,5,ROBIN,80,511,0,2,1804,100,100,50,0
c,265,4,BLUES,85,555,0,2,1789,100,100,50,0
c,265,3,TERRY,81,527,0,2,1897,50,100,50,0
c,265,1,LE,86,510,0,0,1875,50,100,50,0
c,266,4,JU,85,539,0,0,1742,100,100,50,0
c,266,2,LIA,80,507,1,0,1805,100,100,50,0
c,266,5,RUDY,75,504,0,2,1828,50,100,50,0
c,266,0,SANDY,78,554,0,0,1785,100,100,50,0
c,266,3,HARVEY,81,533,0,1,1814,100,100,50,0
c,266,1,PAULA,83,550,1,3,1755,50,100,50,0
c,267,3,MIKE,78,533,0,3,1746,100,100,50,0
c,267,5,NANCY,78,554,0,2,1756,50,100,50,0
c,267,2,JENNY,83,505,1,3,1738,50,100,50,0
c,267,0,JU,78,551,0,0,1845,100,100,50,0
c,267,1,SAMMY,82,513,0,0,1867,100,100,50,0
c,267,4,PETER,80,555,0,2,1808,100,100,50,0
c,268,1,DAN,84,502,1,0,1793,50,100,50,0
c,268,3,SEAN,79,545,0,3,1855,50,100,50,0
c,268,2,SARA,85,534,0,0,1791,100,100,50,0
c,268,4,PAULA,87,515,0,3,1703,50,100,50,0
c,268,5,KNIGHT,79,554,0,2,1879,50,100,50,0
c,268,0,RUDY,82,510,0,1,1844,100,100,50,0
c,269,2,JAMES,83,553,0,1,1847,50,100,50,0
c,269,1,JU,80,509,1,0,1855,100,100,50,0
c,269,4,AIMEE,81,510,0,2,1760,50,100,50,0
c,269,5,RUDY,80,501,0,2,1815,50,100,50,0
c,269,0,GREY,84,546,0,1,1721,100,100,50,0
c,269,3,ELEN,79,518,0,3,1706,50,100,50,0
c,270,0,SARA,82,554,0,1,1726,100,100,50,0
c,270,2,GARY,79,553,1,1,1824,50,100,50,0
c,270,5,ARL,77,543,0,2,1728,100,100,50,0
c,270,3,EDWARD,78,551,0,3,1888,50,100,50,0
c,270,4,LE,78,532,0,0,1750,50,100,50,0
c,270,1,JOHN,86,532,0,0,1755,50,100,50,0
c,271,2,RUDY,83,514,0,0,1784,50,100,50,0
c,271,0,AIMEE,88,526,0,3,1845,100,100,50,0
c,271,1,GEORGE,82,526,0,1,1834,100,100,50,0
c,271,5,ROBIN,86,529,0,3,1779,50,100,50,0
c,271,3,DARIO,82,511,0,1,1774,100,100,50,0
c,271,4,RICA,74,555,0,0,1766,50,100,50,0
c,272,3,BLUES,86,552,0,2,1791,100,100,50,0
c,272,1,TOM,74,547,1,0,1828,50,100,50,0
c,272,0,JOHN,83,535,0,3,1859,50,100,50,0
c,272,2,TERRY,80,525,0,2,1767,100,100,50,0
c,272,4,ANDY,85,509,0,2,1783,100,100,50,0
c,272,5,ARL,87,545,0,2,1741,100,100,50,0
c,273,2,RUDY,86,513,0,0,1839,50,100,50,0
c,273,4,MARIE,77,549,0,2,1795,100,100,50,0
c,273,5,DARIO,79,554,0,2,1828,50,100,50,0
c,273,1,DAN,79,511,0,0,1856,50,100,50,0
c,273,0,PETER,75,524,0,0,1880,50,100,50,0
c,273,3,SARA,75,508,0,0,1759,50,100,50,0
c,274,5,ELEN,79,509,0,2,1727,50,100,50,0
c,274,1,GRAHAM,79,511,0,0,1864,50,100,50,0
c,274,4,PETER,76,520,0,3,1879,50,100,50,0
c,274,3,JENNY,78,504,1,1,1864,100,100,50,0
c,274,0,JAMES,88,551,0,3,1774,100,100,50,0
c,274,2,JU,88,558,0,0,1835,50,100,50,0
c,275,5,ANDY,74,551,0,2,1702,100,100,50,0
c,275,1,CLIVE,83,524,1,0,1802,100,100,50,0
c,275,0,BLUES,78,501,0,0,1758,100,100,50,0
c,275,2,ELEN,79,549,0,1,1886,100,100,50,0
c,275,3,GARY,78,532,1,3,1845,50,100,50,0
c,275,4,PETER,80,526,0,2,1807,50,100,50,0
c,276,5,BLUES,79,558,0,2,1831,50,100,50,0
c,276,2,CLIVE,83,535,1,3,1784,50,100,50,0
c,276,4,MARIE,83,519,1,2,1870,50,100,50,0
c,276,1,GRAHAM,87,507,0,1,1780,50,100,50,0
c,276,0,YOUNG,82,557,0,3,1811,100,100,50,0
c,276,3,ELEN,86,535,0,3,1851,50,100,50,0
c,277,1,JAMES,85,522,0,3,1748,100,100,50,0
c,277,0,GARY,88,555,0,3,1846,50,100,50,0
c,277,2,TIM,86,532,0,0,1730,100,100,50,0
c,277,4,SAM,77,533,1,0,1776,50,100,50,0
c,277,3,LY,77,539,0,1,1861,100,100,50,0
c,277,5,LE,75,558,0,2,1811,50,100,50,0
c,278,2,YOUNG,81,541,0,0,1724,100,100,50,0
c,278,5,LE,77,507,1,2,1768,50,100,50,0
c,278,0,JENNY,81,518,0,3,1831,100,100,50,0
c,278,4,PETER,81,549,0,2,1713,100,100,50,0
c,278,1,GREY,82,534,0,3,1862,50,100,50,0
c,278,3,DARIO,74,533,0,3,1719,50,100,50,0
c,279,5,MIKE,76,508,0,2,1829,100,100,50,0
c,279,4,PAULA,79,548,0,2,1743,100,100,50,0
c,279,1,TOM,74,543,1,0,1872,50,100,50,0
c,279,3,GREY,84,523,0,0,1780,50,100,50,0
c,279,0,TERRY,84,546,0,0,1859,100,100,50,0
c,279,2,HARVEY,76,558,0,0,1765,50,100,50,0
c,280,4,TERRY,78,517,0,2,1758,100,100,50,0
c,280,1,EDWARD,83,526,0,1,1783,50,100,50,0
c,280,5,MIKE,75,504,0,2,1753,50,100,50,0
c,280,0,RICA,88,512,0,1,1707,100,100,50,0
c,280,3,TOM,78,512,0,3,1804,100,100,50,0
c,280,2,SEAN,76,535,0,0,1880,100,100,50,0
c,281,3,DARIO,76,526,0,3,1797,50,100,50,0
c,281,0,LY,87,510,0,3,1863,100,100,50,0
c,281,2,LE,76,558,0,0,1785,50,100,50,0
c,281,1,SARA,85,506,0,0,1827,50,100,50,0
c,281,5,PAULA,74,502,0,2,1773,50,100,50,0
c,281,4,GRAHAM,86,545,0,2,1706,100,100,50,0
c,282,3,KNIGHT,77,526,0,1,1731,50,100,50,0
c,282,2,MIKE,86,560,0,1,1700,50,100,50,0
c,282,0,AIMEE,83,547,0,0,1750,100,100,50,0
c,282,4,TIM,78,534,0,2,1746,100,100,50,0
c,282,5,CLIVE,75,517,0,2,1810,100,100,50,0
c,282,1,PETER,87,526,0,0,1851,100,100,50,0
c,283,0,AIMEE,79,547,1,1,1798,100,100,50,0
c,283,1,MIKE,77,530,0,1,1761,50,100,50,0
c,283,4,YOUNG,76,514,0,2,1845,100,100,50,0
c,283,5,EDWARD,81,539,0,2,1704,100,100,50,0
c,283,3,PAU,83,505,0,0,1792,50,100,50,0
c,283,2,RUDY,79,512,1,3,1820,100,100,50,0
c,284,4,TIM,88,515,0,3,1702,100,100,50,0
c,284,0,PAU,87,558,0,1,1737,100,100,50,0
c,284,3,JENNY,84,539,0,3,1886,50,100,50,0
c,284,5,DAN,84,513,0,0,1771,50,100,50,0
c,284,1,ARL,85,504,0,1,1758,50,100,50,0
c,284,2,MARIE,81,537,0,0,1866,50,100,50,0
c,285,4,ROBER,77,539,0,1,1832,50,100,50,0
c,285,3,TOM,75,502,0,3,1704,50,100,50,0
c,285,1,GRAHAM,76,530,0,1,1852,100,100,50,0
c,285,0,NANCY,86,520,0,1,1898,50,100,50,0
c,285,2,GREY,85,526,0,0,1754,100,100,50,0
c,285,5,MARIE,74,510,0,1,1708,100,100,50,0
c,286,2,PAU,87,512,0,3,1760,50,100,50,0
c,286,0,SANDY,85,508,0,0,1888,100,100,50,0
c,286,4,JU,74,516,0,0,1763,50,100,50,0
c,286,3,MARIE,85,555,0,0,1776,100,100,50,0
c,286,1,SEAN,85,535,1,3,1852,50,100,50,0
c,286,5,SARA,83,537,0,2,1813,50,100,50,0
c,287,5,BLUES,77,558,0,2,1730,50,100,50,0
c,287,3,PETER,81,518,0,2,1758,50,100,50,0
c,287,2,AIMEE,74,527,0,0,1812,50,100,50,0
c,287,1,DARIO,86,523,0,0,1791,50,100,50,0
c,287,0,KNIGHT,86,509,0,2,1846,100,100,50,0
c,287,4,NANCY,85,503,0,2,1880,50,100,50,0
c,288,4,JOHN,85,556,0,2,1879,100,100,50,0
c,288,2,DAN,77,555,0,0,1735,100,100,50,0
c,288,1,ROBER,85,543,0,1,1765,50,100,50,0
c,288,3,JENNY,74,535,0,1,1785,100,100,50,0
c,288,5,TOM,86,541,0,1,1750,50,100,50,0
c,288,0,NANCY,87,556,0,1,1857,50,100,50,0
c,289,0,JENNY,78,536,0,1,1897,100,100,50,0
c,289,2,RICA,75,517,0,3,1784,100,100,50,0
c,289,5,JAMES,80,517,0,2,1841,50,100,50,0
c,289,1,PAULA,86,513,0,1,1740,100,100,50,0
c,289,3,JU,78,550,0,1,1728,100,100,50,0
c,289,4,SAMMY,84,540,1,2,1799,50,100,50,0
c,290,1,YOUNG,87,512,0,1,1716,50,100,50,0
c,290,2,LIA,77,529,0,0,1855,50,100,50,0
c,290,0,FOX,76,559,0,0,1886,100,100,50,0
c,290,4,JOEL,75,501,0,0,1826,50,100,50,0
c,290,3,LY,88,518,0,0,1821,50,100,50,0
c,290,5,LE,77,529,0,2,1888,50,100,50,0
c,291,3,LE,74,513,0,1,1721,100,100,50,0
c,291,5,HARVEY,78,551,0,2,1855,50,100,50,0
c,291,0,AIMEE,76,550,0,0,1857,100,100,50,0
c,291,2,SAMMY,81,512,0,0,1732,50,100,50,0
c,291,4,PAULA,77,503,0,3,1764,50,100,50,0
c,291,1,EDWARD,77,500,0,1,1727,50,100,50,0
c,292,5,ROBER,79,531,0,3,1714,100,100,50,0
c,292,3,TOM,84,522,0,0,1767,50,100,50,0
c,292,1,SAMMY,82,521,0,0,1809,100,100,50,0
c,292,4,MARIE,77,545,1,3,1709,100,100,50,0
c,292,0,JOEL,79,505,0,1,1790,100,100,50,0
c,292,2,SEAN,75,532,0,2,1884,100,100,50,0
c,293,4,SAM,78,525,0,2,1869,100,100,50,0
c,293,0,GRAHAM,87,549,0,3,1895,100,100,50,0
c,293,2,JAMES,79,550,0,1,1868,50,100,50,0
c,293,3,ARL,76,511,0,3,1729,100,100,50,0
c,293,1,PAU,83,537,0,0,1817,50,100,50,0
c,293,5,TIM,87,540,1,2,1888,50,100,50,0
c,294,0,ROBIN,84,549,0,3,1854,50,100,50,0
c,294,5,RUDY,84,546,0,2,1732,100,100,50,0
c,294,3,JENNY,74,557,1,3,1830,100,100,50,0
c,294,4,YOUNG,80,555,0,2,1734,50,100,50,0
c,294,1,LE,81,502,0,0,1789,100,100,50,0
c,294,2,GRAHAM,75,540,1,3,1826,100,100,50,0
c,295,1,JU,78,502,0,1,1826,50,100,50,0
c,295,2,SAMMY,78,537,0,2,1881,100,100,50,0
c,295,3,YOUNG,74,544,0,3,1740,50,100,50,0
c,295,0,EDWARD,81,534,0,0,1811,50,100,50,0
c,295,5,ANDY,86,556,0,2,1710,50,100,50,0
c,295,4,GRAHAM,84,540,0,2,1849,50,100,50,0
c,296,2,EDWARD,76,527,0,0,1781,100,100,50,0
c,296,1,JAMES,86,511,0,0,1879,100,100,50,0
c,296,3,TIM,80,503,0,1,1714,50,100,50,0
c,296,0,FOX,85,538,0,1,1846,50,100,50,0
c,296,5,JENNY,80,548,0,1,1721,100,100,50,0
c,296,4,LY,86,548,0,2,1897,100,100,50,0
c,297,4,SEAN,74,531,0,1,1742,50,100,50,0
c,297,0,LE,75,528,0,1,1875,100,100,50,0
c,297,2,HARVEY,77,516,1,0,1772,50,100,50,0
c,297,1,GRAHAM,78,521,0,0,1874,100,100,50,0
c,297,5,SAM,88,515,0,2,1825,50,100,50,0
c,297,3,MIKE,82,545,0,3,1775,100,100,50,0
c,298,4,JU,83,503,1,2,1825,50,100,50,0
c,298,1,PAU,84,500,0,1,1876,100,100,50,0
c,298,0,LE,88,557,0,3,1857,100,100,50,0
c,298,5,JENNY,83,511,0,2,1874,100,100,50,0
c,298,2,FOX,82,533,0,3,1842,50,100,50,0
c,298,3,KNIGHT,75,558,0,3,1745,50,100,50,0
c,299,4,CLIVE,75,548,0,3,1749,100,100,50,0
c,299,2,FOX,79,526,0,0,1789,50,100,50,0
c,299,3,DARIO,77,532,0,3,1770,100,100,50,0
c,299,0,SAMMY,85,508,0,1,1777,100,100,50,0
c,299,1,GARY,85,505,0,0,1735,100,100,50,0
c,299,5,PETER,78,526,0,2,1717,50,100,50,0
c,300,3,RUDY,84,520,0,0,1700,50,100,50,0
c,300,1,ELEN,87,521,0,0,1732,100,100,50,0
c,300,0,LE,88,534,1,3,1892,50,100,50,0
c,300,4,NANCY,75,502,1,0,1787,50,100,50,0
c,300,5,TOM,81,506,0,3,1875,50,100,50,0
c,300,2,ARL,84,516,0,0,1864,100,100,50,0
c,301,0,RICA,83,555,0,0,1893,100,100,50,0
c,301,2,GREY,79,517,0,1,1857,50,100,50,0
c,301,4,MIKE,78,519,0,2,1790,50,100,50,0
c,301,1,TERRY,79,543,0,3,1746,100,100,50,0
c,301,5,YOUNG,77,539,0,2,1739,100,100,50,0
c,301,3,JENNY,84,519,0,1,1793,50,100,50,0
c,302,3,ROBIN,85,559,0,3,1767,50,100,50,0
c,302,0,TERRY,82,556,0,1,1784,100,100,50,0
c,302,1,YOUNG,79,503,0,1,1852,100,100,50,0
c,302,4,JOHN,76,548,0,0,1895,50,100,50,0
c,302,2,NANCY,86,504,0,1,1835,50,100,50,0
c,302,5,CLIVE,85,503,0,2,1774,100,100,50,0
c,303,3,GREY,76,542,0,0,1814,100,100,50,0
c,303,5,ANDY,76,501,0,2,1883,100,100,50,0
c,303,0,MARIE,88,533,0,1,1738,50,100,50,0
c,303,2,LY,85,512,0,3,1752,50,100,50,0
c,303,1,SAMMY,82,532,0,3,1847,100,100,50,0
c,303,4,SARA,80,518,1,0,1811,50,100,50,0
c,304,4,JU,78,516,0,1,1726,50,100,50,0
c,304,0,SAMMY,84,535,0,1,1876,100,100,50,0
c,304,1,EDWARD,82,547,0,0,1800,100,100,50,0
c,304,2,TIM,76,517,1,1,1758,100,100,50,0
c,304,3,LY,77,521,0,0,1888,50,100,50,0
c,304,5,GRAHAM,82,548,1,2,1868,100,100,50,0
c,305,3,AIMEE,81,533,0,2,1761,100,100,50,0
c,305,2,JOEL,76,513,0,2,1899,100,100,50,0
c,305,1,ELEN,88,511,1,3,1780,50,100,50,0
c,305,0,GREY,83,556,0,0,1868,100,100,50,0
c,305,4,LE,80,550,0,2,1854,100,100,50,0
c,305,5,PETER,85,535,0,2,1762,100,100,50,0
c,306,1,GREY,82,530,0,1,1826,50,100,50,0
c,306,4,LY,74,546,0,2,1809,100,100,50,0
c,306,0,SEAN,88,520,0,0,1821,100,100,50,0
c,306,2,GEORGE,77,531,0,1,1711,50,100,50,0
c,306,5,MIKE,82,525,0,2,1706,50,100,50,0
c,306,3,MARIE,85,501,0,2,1764,50,100,50,0
c,307,1,ROBER,85,501,0,0,1818,50,100,50,0
c,307,5,FOX,74,545,0,2,1838,50,100,50,0
c,307,3,ANDY,86,534,0,0,1711,50,100,50,0
c,307,4,RICA,83,531,0,2,1891,100,100,50,0
c,307,2,JOHN,87,550,0,3,1742,100,100,50,0
c,307,0,ARL,85,503,0,0,1704,50,100,50,0
c,308,3,ROBIN,82,552,0,3,1786,100,100,50,0
c,308,5,EDWARD,81,517,0,2,1770,100,100,50,0
c,308,2,SEAN,86,554,1,3,1884,50,100,50,0
c,308,4,TOM,81,539,0,3,1789,50,100,50,0
c,308,1,BLUES,85,513,0,1,1775,100,100,50,0
c,308,0,FOX,86,545,0,1,1870,100,100,50,0
c,309,4,ELEN,79,502,1,1,1784,100,100,50,0
c,309,0,GARY,76,545,0,3,1880,100,100,50,0
c,309,2,EDWARD,84,506,0,0,1887,50,100,50,0
c,309,5,ANDY,81,550,0,0,1758,100,100,50,0
c,309,1,TIM,80,518,0,0,1894,50,100,50,0
c,309,3,MIKE,78,507,0,0,1888,50,100,50,0
c,310,2,GEORGE,79,500,0,0,1701,100,100,50,0
c,310,3,EDWARD,85,523,0,0,1741,50,100,50,0
c,310,1,LIA,79,551,0,0,1780,50,100,50,0
c,310,4,HARVEY,81,558,0,1,1771,100,100,50,0
c,310,5,LE,79,529,0,2,1812,100,100,50,0
c,310,0,AIMEE,86,526,0,3,1818,100,100,50,0
c,311,4,JOEL,77,519,0,2,1772,50,100,50,0
c,311,2,ELEN,78,528,1,3,1867,100,100,50,0
c,311,1,SEAN,87,526,0,3,1758,100,100,50,0
c,311,3,ROBER,85,517,0,3,1824,100,100,50,0
c,311,5,EDWARD,88,536,0,2,1751,50,100,50,0
c,311,0,PAULA,78,511,0,1,1878,100,100,50,0
c,312,3,NANCY,85,552,0,3,1874,50,100,50,0
c,312,5,ELEN,83,505,0,0,1820,50,100,50,0
c,312,4,HARVEY,79,544,0,3,1830,50,100,50,0
c,312,2,ARL,82,541,0,1,1762,50,100,50,0
c,312,0,GARY,87,516,0,1,1834,100,100,50,0
c,312,1,AIMEE,85,517,0,0,1777,50,100,50,0
c,313,1,SEAN,86,506,0,3,1785,50,100,50,0
c,313,4,JU,80,534,0,2,1815,100,100,50,0
c,313,2,YOUNG,81,559,0,3,1723,50,100,50,0
c,313,0,SARA,87,503,0,1,1751,100,100,50,0
c,313,5,RICA,85,550,0,2,1806,50,100,50,0
c,313,3,GREY,76,537,0,1,1832,50,100,50,0
c,314,5,LIA,75,512,0,2,1885,50,100,50,0
c,314,2,TIM,88,529,0,2,1805,100,100,50,0
c,314,1,MARIE,88,511,0,2,1826,50,100,50,0
c,314,3,SANDY,86,520,0,2,1808,100,100,50,0
c,314,4,ANDY,81,530,0,2,1717,100,100,50,0
c,314,0,RICA,86,543,0,0,1852,100,100,50,0
c,315,0,JOHN,82,556,0,3,1796,100,100,50,0
c,315,1,FOX,76,533,0,1,1788,50,100,50,0
c,315,3,DARIO,76,511,0,2,1773,100,100,50,0
c,315,2,LE,77,535,0,1,1815,100,100,50,0
c,315,5,DAN,79,546,0,2,1716,100,100,50,0
c,315,4,PAULA,83,533,0,2,1735,50,100,50,0
c,316,0,AIMEE,83,515,0,3,1853,50,100,50,0
c,316,4,MIKE,78,553,0,2,1809,50,100,50,0
c,316,2,ARL,74,555,0,2,1878,50,100,50,0
c,316,3,DAN,84,559,0,2,1705,100,100,50,0
c,316,1,JOHN,77,511,1,3,1708,50,100,50,0
c,316,5,RICA,87,555,0,2,1715,50,100,50,0
c,317,3,LY,80,551,0,3,1746,50,100,50,0
c,317,2,DARIO,88,553,0,3,1733,100,100,50,0
c,317,1,JU,82,537,0,0,1782,50,100,50,0
c,317,5,HARVEY,83,516,0,2,1739,100,100,50,0
c,317,4,GRAHAM,87,528,1,2,1874,50,100,50,0
c,317,0,PAULA,81,517,0,0,1892,100,100,50,0
c,318,4,GEORGE,83,556,0,2,1898,50,100,50,0
c,318,0,ANDY,78,553,0,0,1874,100,100,50,0
c,318,2,AIMEE,84,512,0,3,1736,50,100,50,0
c,318,5,SARA,82,507,0,2,1765,100,100,50,0
c,318,1,SAM,87,544,0,0,1882,100,100,50,0
c,318,3,SANDY,83,501,0,2,1809,50,100,50,0
c,319,3,PAULA,76,560,0,1,1845,50,100,50,0
c,319,0,JOEL,84,539,0,0,1829,100,100,50,0
c,319,4,LE,79,520,0,2,1721,50,100,50,0
c,319,2,GEORGE,78,509,0,3,1830,100,100,50,0
c,319,1,GREY,84,558,0,1,1840,50,100,50,0
c,319,5,JU,76,535,0,2,1806,50,100,50,0
c,320,4,LY,74,546,0,1,1893,100,100,50,0
c,320,0,JENNY,80,537,1,3,1882,100,100,50,0
c,320,3,GARY,81,522,0,1,1828,50,100,50,0
c,320,1,SARA,87,508,0,3,1721,100,100,50,0
c,320,5,ELEN,76,523,0,2,1714,100,100,50,0
c,320,2,MARIE,79,515,0,0,1808,100,100,50,0
c,321,3,GRAHAM,88,537,0,1,1747,50,100,50,0
c,321,1,PAU,81,548,0,0,1714,100,100,50,0
c,321,2,JENNY,77,511,0,0,1765,100,100,50,0
c,321,4,LIA,88,554,0,2,1866,100,100,50,0
c,321,0,SANDY,81,502,0,1,1756,50,100,50,0
c,321,5,SEAN,84,522,0,2,1870,50,100,50,0
c,322,3,AIMEE,79,524,0,1,1763,100,100,50,0
c,322,4,SAM,78,533,0,0,1766,50,100,50,0
c,322,2,ROBER,80,513,0,3,1872,100,100,50,0
c,322,5,DARIO,82,554,0,2,1757,100,100,50,0
c,322,1,BLUES,88,527,0,3,1830,100,100,50,0
c,322,0,KNIGHT,81,502,0,0,1872,100,100,50,0
c,323,5,ANDY,75,523,1,2,1877,50,100,50,0
c,323,0,LY,85,536,0,1,1826,100,100,50,0
c,323,3,SANDY,75,536,0,0,1849,50,100,50,0
c,323,2,GARY,81,516,0,1,1874,50,100,50,0
c,323,4,FOX,80,519,0,2,1792,50,100,50,0
c,323,1,GEORGE,88,521,1,0,1881,50,100,50,0
c,324,1,GARY,79,512,1,1,1747,100,100,50,0
c,324,3,LE,84,516,0,2,1708,50,100,50,0
c,324,0,DAN,84,557,0,3,1882,50,100,50,0
c,324,4,GREY,84,514,0,2,1745,100,100,50,0
c,324,5,RUDY,80,554,0,2,1725,100,100,50,0
c,324,2,SAMMY,78,536,0,2,1737,100,100,50,0
c,325,4,SAM,83,537,0,0,1777,50,100,50,0
c,325,5,YOUNG,81,557,1,0,1702,50,100,50,0
c,325,2,GRAHAM,76,540,0,0,1778,100,100,50,0
c,325,0,PAULA,87,515,0,3,1864,50,100,50,0
c,325,1,PAU,77,533,0,3,1798,100,100,50,0
c,325,3,JENNY,80,533,0,0,1801,100,100,50,0
c,326,2,BLUES,81,522,1,1,1807,100,100,50,0
c,326,1,SARA,81,542,0,3,1894,100,100,50,0
c,326,0,GREY,82,510,0,1,1875,100,100,50,0
c,326,4,TOM,77,513,1,2,1830,50,100,50,0
c,326,3,GEORGE,84,515,0,3,1707,50,100,50,0
c,326,5,KNIGHT,84,526,1,2,1835,50,100,50,0
c,327,2,JAMES,88,544,0,3,1885,100,100,50,0
c,327,1,LIA,83,501,1,0,1853,50,100,50,0
c,327,0,TERRY,82,549,0,3,1853,100,100,50,0
c,327,5,ROBER,77,500,1,3,1756,100,100,50,0
c,327,3,TOM,75,514,0,0,1827,100,100,50,0
c,327,4,GRAHAM,75,505,0,1,1709,50,100,50,0
c,328,0,SANDY,76,530,1,3,1807,100,100,50,0
c,328,1,JAMES,84,506,0,3,1733,50,100,50,0
c,328,5,JOEL,86,514,1,2,1851,50,100,50,0
c,328,4,MARIE,85,557,0,3,1762,50,100,50,0
c,328,3,SAMMY,77,528,0,3,1796,50,100,50,0
c,328,2,ELEN,86,534,0,3,1727,50,100,50,0
c,329,1,ARL,77,545,0,3,1818,50,100,50,0
c,329,0,SANDY,88,558,0,1,1786,50,100,50,0
c,329,2,CLIVE,81,521,1,3,1875,50,100,50,0
c,329,3,EDWARD,77,514,0,3,1709,50,100,50,0
c,329,4,SAMMY,80,519,0,2,1846,100,100,50,0
c,329,5,KNIGHT,85,518,1,2,1837,50,100,50,0
c,330,2,YOUNG,82,503,0,0,1711,50,100,50,0
c,330,1,MIKE,78,505,1,3,1840,50,100,50,0
c,330,5,LE,79,500,0,2,1864,100,100,50,0
c,330,3,BLUES,86,552,0,2,1896,50,100,50,0
c,330,4,PAULA,78,517,0,2,1827,50,100,50,0
c,330,0,SARA,75,540,0,1,1770,50,100,50,0
c,331,4,PETER,87,539,1,2,1894,50,100,50,0
c,331,0,MARIE,86,543,0,0,1878,100,100,50,0
c,331,2,LY,82,534,0,0,1825,50,100,50,0
c,331,1,LE,74,540,0,3,1885,100,100,50,0
c,331,3,ROBIN,80,526,0,2,1763,100,100,50,0
c,331,5,BLUES,81,544,0,2,1738,50,100,50,0
c,332,3,LIA,75,504,0,1,1776,50,100,50,0
c,332,2,SEAN,79,529,0,3,1855,100,100,50,0
c,332,5,GRAHAM,76,553,0,2,1741,100,100,50,0
c,332,1,JOEL,83,516,0,0,1772,100,100,50,0
c,332,4,ARL,74,528,0,0,1702,50,100,50,0
c,332,0,SAMMY,82,520,0,0,1898,100,100,50,0
c,333,2,JENNY,87,556,0,0,1722,50,100,50,0
c,333,3,SARA,80,546,1,0,1743,50,100,50,0
c,333,1,JAMES,78,526,1,0,1810,50,100,50,0
c,333,4,LE,87,514,0,0,1757,100,100,50,0
c,333,5,ROBER,74,538,0,2,1739,100,100,50,0
c,333,0,GARY,85,504,0,1,1776,100,100,50,0
c,334,4,BLUES,78,548,0,3,1715,100,100,50,0
c,334,3,PAU,82,535,0,0,1822,100,100,50,0
c,334,5,MIKE,83,543,0,2,1762,50,100,50,0
c,334,1,SEAN,85,530,0,1,1750,50,100,50,0
c,334,2,DAN,80,509,1,3,1833,50,100,50,0
c,334,0,LE,79,532,0,1,1870,100,100,50,0
c,335,0,EDWARD,86,546,1,3,1733,100,100,50,0
c,335,2,LY,85,536,1,1,1741,50,100,50,0
c,335,3,JU,86,520,1,2,1753,100,100,50,0
c,335,4,FOX,86,547,0,2,1753,100,100,50,0
c,335,1,SAMMY,76,524,0,0,1860,100,100,50,0
c,335,5,NANCY,80,501,0,2,1824,50,100,50,0
c,336,0,AIMEE,87,549,0,1,1761,100,100,50,0
c,336,4,HARVEY,78,540,0,3,1886,50,100,50,0
c,336,5,SARA,78,560,0,2,1787,50,100,50,0
c,336,2,PAU,83,520,0,3,1858,50,100,50,0
c,336,3,ROBIN,79,558,0,0,1875,100,100,50,0
c,336,1,ROBER,87,532,0,1,1702,50,100,50,0
c,337,5,SAM,84,553,0,2,1721,50,100,50,0
c,337,0,DAN,82,511,0,0,1882,50,100,50,0
c,337,1,TOM,75,560,0,1,1878,50,100,50,0
c,337,3,RUDY,83,549,0,2,1885,100,100,50,0
c,337,2,RICA,80,525,0,1,1747,50,100,50,0
c,337,4,ROBIN,75,530,0,2,1812,50,100,50,0
c,338,4,GARY,74,554,0,0,1814,50,100,50,0
c,338,3,SEAN,77,512,0,0,1782,50,100,50,0
c,338,1,GRAHAM,80,520,0,1,1813,100,100,50,0
c,338,2,BLUES,84,552,0,0,1806,50,100,50,0
c,338,0,PETER,75,539,0,1,1866,100,100,50,0
c,338,5,PAULA,85,527,0,2,1748,100,100,50,0
c,339,3,LIA,81,538,0,1,1838,100,100,50,0
c,339,2,DARIO,88,528,0,3,1721,100,100,50,0
c,339,0,YOUNG,84,533,0,1,1857,100,100,50,0
c,339,5,SAMMY,87,543,0,2,1898,100,100,50,0
c,339,1,TOM,82,515,0,1,1868,50,100,50,0
c,339,4,TIM,75,506,1,3,1711,100,100,50,0
c,340,2,AIMEE,80,540,0,3,1708,100,100,50,0
c,340,3,SAM,76,527,0,0,1777,50,100,50,0
c,340,1,JOEL,83,519,1,0,1721,100,100,50,0
c,340,0,TOM,87,509,0,0,1737,100,100,50,0
c,340,5,SANDY,78,503,0,2,1791,100,100,50,0
c,340,4,LY,78,552,1,2,1759,100,100,50,0
c,341,4,ROBIN,79,558,0,2,1740,100,100,50,0
c,341,0,GRAHAM,81,531,0,1,1736,50,100,50,0
c,341,3,FOX,74,521,1,3,1818,50,100,50,0
c,341,1,DARIO,78,550,0,0,1719,100,100,50,0
c,341,5,ELEN,74,513,0,2,1768,50,100,50,0
