class,race_id,win_order,name,ts,stamina,sprinting,jockey,run_speed,intel,cooperation,acceleration,course_length
b,1905,1,ANDY,92,604,0,0,2476,100,100,50,1
b,1905,5,PAU,100,632,0,2,2258,50,100,50,1
b,1905,3,SEAN,90,652,0,1,2480,50,100,50,1
b,1906,4,KNIGHT,97,658,0,0,2354,50,100,50,1
b,1906,5,BLUES,94,609,0,1,2205,50,100,50,1
b,1906,1,EDWARD,99,638,0,0,2417,100,100,50,1
b,1906,3,RICA,98,639,0,0,2201,100,100,50,1
b,1906,0,LE,98,655,0,0,2414,100,100,50,1
b,1906,2,NANCY,93,648,0,1,2473,50,100,50,1
b,1907,0,HARVEY,103,619,0,0,2473,100,100,50,1
b,1907,4,TIM,91,621,0,2,2476,100,100,50,1
b,1907,3,RICA,89,621,1,3,2262,100,100,50,1
b,1907,2,LE,105,613,0,0,2286,100,100,50,1
b,1907,5,ROBIN,99,623,0,2,2239,50,100,50,1
b,1907,1,CLIVE,103,651,0,1,2262,50,100,50,1
b,1908,0,RICA,103,609,0,3,2463,50,100,50,1
b,1908,4,GRAHAM,94,606,0,0,2341,50,100,50,1
b,1908,5,NANCY,105,605,0,2,2414,50,100,50,1
b,1908,1,PAULA,103,659,0,1,2327,100,100,50,1
b,1908,3,SAM,94,620,0,0,2338,100,100,50,1
b,1908,2,SARA,103,644,0,1,2278,100,100,50,1
b,1909,0,LY,104,626,0,3,2398,50,100,50,1
b,1909,5,BLUES,91,607,0,1,2291,50,100,50,1
b,1909,2,SAM,93,622,0,1,2325,100,100,50,1
b,1909,3,CLIVE,100,634,0,0,2328,50,100,50,1
b,1909,4,SAMMY,101,607,0,1,2249,50,100,50,1
b,1909,1,ARL,98,655,0,0,2295,100,100,50,1
b,1910,3,ANDY,104,609,0,0,2277,100,100,50,1
b,1910,0,JOEL,95,649,0,3,2415,100,100,50,1
b,1910,4,NANCY,100,630,0,1,2409,100,100,50,1
b,1910,1,SAM,104,654,1,3,2244,50,100,50,1
b,1910,5,JU,97,652,0,2,2370,100,100,50,1
b,1910,2,ROBIN,103,621,0,0,2355,50,100,50,1
b,1911,0,KNIGHT,92,609,0,0,2372,100,100,50,1
b,1911,3,FOX,91,624,0,2,2249,50,100,50,1
b,1911,4,ELEN,105,612,0,2,2292,50,100,50,1
b,1911,2,LY,99,643,0,3,2424,100,100,50,1
b,1911,1,JENNY,97,611,0,1,2346,100,100,50,1
b,1911,5,MARIE,101,617,0,2,2344,100,100,50,1
b,1912,2,MIKE,93,601,0,1,2331,100,100,50,1
b,1912,3,DARIO,88,602,0,1,2268,100,100,50,1
b,1912,1,KNIGHT,97,628,1,0,2465,100,100,50,1
b,1912,4,AIMEE,89,603,0,2,2330,100,100,50,1
b,1912,0,RICA,105,606,0,1,2407,50,100,50,1
b,1912,5,BLUES,96,635,0,2,2394,50,100,50,1
b,1913,2,BLUES,93,636,0,3,2396,50,100,50,1
b,1913,1,GREY,103,654,0,0,2225,100,100,50,1
b,1913,3,ARL,97,626,0,3,2350,50,100,50,1
b,1913,0,SAMMY,104,609,1,0,2391,50,100,50,1
b,1913,5,EDWARD,101,643,0,2,2238,50,100,50,1
b,1913,4,MIKE,100,608,0,0,2215,50,100,50,1
b,1914,0,EDWARD,96,652,0,1,2498,50,100,50,1
b,1914,1,ROBIN,94,642,1,3,2392,50,100,50,1
b,1914,3,ANDY,93,608,0,3,2205,100,100,50,1
b,1914,4,TERRY,98,634,0,1,2269,50,100,50,1
b,1914,5,ARL,96,623,0,2,2392,100,100,50,1
b,1914,2,MARIE,100,653,0,0,2265,100,100,50,1
b,1915,0,CLIVE,93,646,0,1,2369,100,100,50,0
b,1915,5,JU,102,628,0,0,2442,50,100,50,0
b,1915,4,JOEL,90,622,0,0,2415,100,100,50,0
b,1915,3,JENNY,101,617,0,1,2430,50,100,50,0
b,1915,2,GARY,103,648,0,1,2344,50,100,50,0
b,1915,1,SARA,97,645,0,3,2417,50,100,50,0
b,1916,5,SANDY,88,659,0,2,2308,50,100,50,0
b,1916,2,YOUNG,94,637,0,1,2283,100,100,50,0
b,1916,1,ROBIN,101,628,0,0,2280,50,100,50,0
b,1916,4,ROBER,89,629,0,2,2312,100,100,50,0
b,1916,0,GEORGE,97,632,0,0,2479,100,100,50,0
b,1916,3,PAU,100,652,0,2,2371,100,100,50,0
b,1917,4,RUDY,104,643,0,0,2304,100,100,50,0
b,1917,3,SANDY,98,609,0,0,2394,50,100,50,0
b,1917,5,SAM,89,626,0,3,2267,50,100,50,0
b,1917,1,LE,104,630,0,3,2307,50,100,50,0
b,1917,0,ARL,96,612,0,3,2435,100,100,50,0
b,1917,2,JOEL,102,638,0,1,2484,50,100,50,0
b,1918,0,GEORGE,100,630,0,1,2237,100,100,50,0
b,1918,4,RUDY,104,635,0,0,2482,50,100,50,0
b,1918,1,AIMEE,93,628,0,1,2379,100,100,50,0
b,1918,2,YOUNG,98,637,0,0,2348,50,100,50,0
b,1918,5,HARVEY,101,636,0,2,2431,100,100,50,0
b,1918,3,GREY,94,617,0,3,2498,50,100,50,0
b,1919,3,NANCY,96,660,0,3,2488,50,100,50,1
b,1919,4,SAM,103,641,1,1,2308,50,100,50,1
b,1919,1,PETER,104,653,0,0,2364,100,100,50,1
b,1919,2,SAMMY,103,624,0,0,2443,50,100,50,1
b,1919,5,YOUNG,102,619,0,1,2418,100,100,50,1
b,1919,0,MARIE,99,618,1,0,2436,100,100,50,1
b,1920,1,AIMEE,97,611,0,0,2351,100,100,50,0
b,1920,3,DARIO,104,612,0,2,2459,100,100,50,0
b,1920,4,EDWARD,89,605,0,1,2253,50,100,50,0
b,1920,2,SEAN,106,640,0,3,2226,100,100,50,0
b,1920,0,NANCY,104,648,0,3,2403,50,100,50,0
b,1920,5,YOUNG,92,630,0,2,2277,50,100,50,0
b,1921,4,TIM,94,601,0,0,2478,50,100,50,0
b,1921,3,BLUES,99,648,0,0,2278,100,100,50,0
b,1921,2,GREY,104,623,0,3,2498,50,100,50,0
b,1921,1,JAMES,96,643,0,0,2427,100,100,50,0
b,1921,5,PETER,98,604,0,0,2221,50,100,50,0
b,1921,0,ANDY,97,620,0,3,2386,100,100,50,0
b,1922,2,NANCY,96,609,0,3,2331,100,100,50,1
b,1922,5,PAU,99,605,1,2,2473,50,100,50,1
b,1922,1,YOUNG,100,638,0,0,2498,50,100,50,1
b,1922,0,SANDY,99,652,1,3,2418,100,100,50,1
b,1922,3,AIMEE,93,620,0,3,2461,50,100,50,1
b,1922,4,TIM,92,616,0,3,2438,100,100,50,1
b,1923,5,DARIO,92,627,0,2,2362,100,100,50,0
b,1923,2,GARY,98,609,0,3,2263,50,100,50,0
b,1923,4,LE,89,640,0,3,2363,100,100,50,0
b,1923,1,PETER,104,632,0,0,2300,100,100,50,0
b,1923,0,MIKE,93,631,0,3,2438,100,100,50,0
b,1923,3,NANCY,102,617,0,1,2210,50,100,50,0
b,1924,4,JENNY,90,625,0,0,2378,50,100,50,1
b,1924,3,BLUES,94,660,0,3,2432,50,100,50,1
b,1924,2,JOHN,91,631,0,3,2434,100,100,50,1
b,1924,1,TIM,105,628,0,3,2393,50,100,50,1
b,1924,5,ROBER,94,609,0,2,2423,100,100,50,1
b,1924,0,NANCY,96,659,0,1,2433,100,100,50,1
b,1925,5,ANDY,106,635,0,2,2243,100,100,50,0
b,1925,0,PAU,106,627,0,1,2446,100,100,50,0
b,1925,3,GREY,94,625,0,3,2358,50,100,50,0
b,1925,4,KNIGHT,94,650,1,3,2347,100,100,50,0
b,1925,1,PAULA,103,631,0,3,2349,50,100,50,0
b,1925,2,DARIO,99,649,0,0,2333,50,100,50,0
b,1926,0,KNIGHT,104,639,0,0,2315,100,100,50,0
b,1926,3,SAMMY,94,619,0,3,2282,50,100,50,0
b,1926,1,TIM,100,602,0,1,2431,50,100,50,0
b,1926,2,TERRY,101,642,0,3,2209,50,100,50,0
b,1926,4,MIKE,98,623,0,0,2212,50,100,50,0
b,1926,5,BLUES,105,657,0,2,2307,50,100,50,0
b,1927,1,ROBER,106,630,0,3,2381,50,100,50,0
b,1927,0,TIM,100,656,0,3,2437,100,100,50,0
b,1927,3,HARVEY,89,654,0,3,2258,100,100,50,0
b,1927,4,LY,103,624,0,3,2281,50,100,50,0
b,1927,5,ELEN,89,635,0,2,2460,50,100,50,0
b,1927,2,TOM,98,631,0,3,2203,100,100,50,0
b,1928,0,RICA,105,628,0,1,2372,100,100,50,1
b,1928,5,MIKE,98,652,1,2,2446,100,100,50,1
b,1928,1,TERRY,95,616,0,3,2391,50,100,50,1
b,1928,4,BLUES,89,631,0,3,2444,50,100,50,1
b,1928,3,PETER,91,626,0,0,2332,50,100,50,1
b,1928,2,PAULA,94,641,0,0,2310,50,100,50,1
b,1929,0,FOX,100,634,0,0,2276,50,100,50,1
b,1929,1,GREY,106,657,0,3,2220,100,100,50,1
b,1929,3,ROBIN,97,648,1,1,2304,50,100,50,1
b,1929,4,TIM,88,608,0,0,2326,50,100,50,1
b,1929,2,GEORGE,104,631,1,3,2331,50,100,50,1
b,1929,5,ANDY,101,643,0,2,2323,100,100,50,1
b,1930,2,ROBIN,101,609,0,0,2227,50,100,50,1
b,1930,5,JOEL,100,621,0,2,2307,100,100,50,1
b,1930,1,GRAHAM,90,601,0,0,2342,50,100,50,1
b,1930,0,SEAN,104,647,0,0,2392,100,100,50,1
b,1930,3,ELEN,106,633,0,2,2379,50,100,50,1
b,1930,4,JAMES,97,621,0,2,2259,100,100,50,1
b,1931,3,TOM,89,612,0,3,2223,50,100,50,1
b,1931,5,KNIGHT,90,650,1,3,2294,50,100,50,1
b,1931,1,PAULA,106,602,0,0,2314,50,100,50,1
b,1931,2,SAM,90,624,0,1,2206,100,100,50,1
b,1931,0,RICA,101,636,1,0,2316,100,100,50,1
b,1931,4,BLUES,90,628,0,3,2214,100,100,50,1
b,1932,2,GRAHAM,94,632,0,0,2294,50,100,50,1
b,1932,4,LIA,92,617,1,3,2246,50,100,50,1
b,1932,5,JOHN,92,616,0,3,2356,50,100,50,1
b,1932,1,PAULA,93,625,0,3,2319,50,100,50,1
b,1932,3,ROBIN,92,600,1,0,2432,50,100,50,1
b,1932,0,SEAN,95,624,0,3,2297,100,100,50,1
b,1933,1,BLUES,100,607,0,3,2374,100,100,50,1
b,1933,4,MARIE,97,656,0,2,2439,100,100,50,1
b,1933,2,JAMES,94,613,0,1,2455,100,100,50,1
b,1933,0,CLIVE,106,606,1,1,2430,100,100,50,1
b,1933,3,TERRY,100,632,0,0,2206,100,100,50,1
b,1933,5,JOHN,101,658,1,2,2470,100,100,50,1
b,1934,1,RICA,104,608,0,1,2318,50,100,50,0
b,1934,4,SAMMY,98,652,0,2,2417,100,100,50,0
b,1934,5,GARY,90,602,0,1,2272,50,100,50,0
b,1934,0,LY,98,638,0,3,2410,100,100,50,0
b,1934,2,JOEL,102,612,1,1,2268,50,100,50,0
b,1934,3,YOUNG,94,658,0,2,2457,50,100,50,0
b,1935,5,DARIO,103,623,0,2,2234,100,100,50,0
b,1935,1,JOHN,99,636,0,0,2372,50,100,50,0
b,1935,2,ROBER,92,613,0,0,2296,50,100,50,0
b,1935,0,EDWARD,102,623,0,3,2369,100,100,50,0
b,1935,3,GEORGE,89,647,0,3,2283,50,100,50,0
b,1935,4,LE,89,605,0,2,2346,50,100,50,0
b,1936,1,PETER,94,644,0,1,2393,50,100,50,0
b,1936,0,TERRY,103,636,0,3,2320,50,100,50,0
b,1936,2,RICA,98,616,1,2,2417,100,100,50,0
b,1936,4,JOHN,100,623,0,2,2201,100,100,50,0
b,1936,5,ELEN,102,610,0,2,2362,50,100,50,0
b,1936,3,GREY,94,614,0,2,2405,100,100,50,0
b,1937,2,NANCY,100,646,0,1,2290,100,100,50,1
b,1937,0,LE,97,627,0,3,2374,100,100,50,1
b,1937,1,LY,98,610,0,0,2246,100,100,50,1
b,1937,3,TOM,89,644,0,1,2414,50,100,50,1
b,1937,5,JOEL,93,615,0,2,2201,100,100,50,1
b,1937,4,FOX,103,608,1,2,2397,100,100,50,1
b,1938,5,GEORGE,90,635,0,2,2276,50,100,50,0
b,1938,4,PAU,89,657,0,3,2385,50,100,50,0
b,1938,3,YOUNG,95,629,1,0,2300,100,100,50,0
b,1938,0,JOEL,89,625,0,3,2454,100,100,50,0
b,1938,1,ANDY,99,639,0,1,2417,100,100,50,0
b,1938,2,TERRY,91,644,0,1,2439,50,100,50,0
b,1939,2,AIMEE,101,643,0,3,2310,50,100,50,1
b,1939,4,ROBER,95,646,0,3,2253,50,100,50,1
b,1939,3,DARIO,101,635,0,1,2274,100,100,50,1
b,1939,0,ANDY,100,614,0,0,2476,100,100,50,1
b,1939,1,HARVEY,106,623,0,0,2471,100,100,50,1
b,1939,5,JOHN,92,602,0,2,2440,100,100,50,1
b,1940,3,PAU,97,650,1,1,2227,100,100,50,1
b,1940,4,JOEL,99,649,0,0,2203,50,100,50,1
b,1940,1,RUDY,103,623,0,3,2282,100,100,50,1
b,1940,5,TOM,98,656,0,2,2315,100,100,50,1
b,1940,2,GEORGE,96,603,0,1,2314,50,100,50,1
b,1940,0,YOUNG,104,637,1,0,2380,50,100,50,1
b,1941,1,JU,101,638,0,1,2358,50,100,50,1
b,1941,2,GARY,98,628,0,1,2281,100,100,50,1
b,1941,5,JOHN,94,611,1,2,2300,100,100,50,1
b,1941,4,NANCY,95,629,0,2,2248,50,100,50,1
b,1941,0,GREY,104,656,0,0,2485,100,100,50,1
b,1941,3,JENNY,99,654,0,1,2280,50,100,50,1
b,1942,0,MARIE,104,651,0,1,2485,100,100,50,0
b,1942,4,ANDY,104,639,0,1,2241,100,100,50,0
b,1942,1,RUDY,103,631,0,3,2382,100,100,50,0
b,1942,5,FOX,94,613,0,2,2487,50,100,50,0
b,1942,3,SAM,104,619,0,1,2470,50,100,50,0
b,1942,2,TOM,94,601,0,1,2492,100,100,50,0
b,1943,2,JENNY,90,604,0,1,2355,50,100,50,1
b,1943,5,GRAHAM,103,620,0,2,2240,100,100,50,1
b,1943,3,PAU,96,633,0,2,2371,50,100,50,1
b,1943,0,LY,99,644,0,3,2385,100,100,50,1
b,1943,4,JOEL,98,637,0,2,2448,50,100,50,1
b,1943,1,HARVEY,99,614,1,0,2284,50,100,50,1
b,1944,5,HARVEY,98,640,0,2,2300,100,100,50,1
b,1944,1,JOEL,93,602,0,1,2342,100,100,50,1
b,1944,2,JOHN,89,629,0,1,2425,50,100,50,1
b,1944,3,GRAHAM,102,630,0,2,2446,50,100,50,1
b,1944,4,BLUES,92,633,0,2,2357,100,100,50,1
b,1944,0,JENNY,96,625,0,3,2281,100,100,50,1
b,1945,5,HARVEY,91,625,0,1,2438,50,100,50,0
b,1945,4,GEORGE,100,612,0,2,2312,100,100,50,0
b,1945,3,JENNY,90,640,0,1,2405,100,100,50,0
b,1945,1,MIKE,88,658,1,3,2393,100,100,50,0
b,1945,2,ARL,92,607,0,0,2482,50,100,50,0
b,1945,0,DARIO,95,604,0,3,2447,100,100,50,0
b,1946,1,DAN,89,647,0,3,2362,100,100,50,0
b,1946,0,JENNY,102,639,0,0,2343,50,100,50,0
b,1946,5,LY,100,604,0,2,2281,100,100,50,0
b,1946,3,LIA,96,608,0,3,2348,100,100,50,0
b,1946,2,MARIE,99,636,1,0,2318,50,100,50,0
b,1946,4,MIKE,102,640,0,2,2338,100,100,50,0
b,1947,1,JOHN,99,611,0,0,2209,50,100,50,1
b,1947,5,KNIGHT,106,637,0,2,2201,50,100,50,1
b,1947,4,GARY,95,612,1,2,2363,100,100,50,1
b,1947,3,JOEL,95,642,0,2,2433,50,100,50,1
b,1947,2,TOM,90,636,0,1,2231,50,100,50,1
b,1947,0,LE,104,606,0,1,2205,100,100,50,1
b,1948,4,GARY,93,652,0,0,2406,100,100,50,0
b,1948,0,JOEL,96,616,0,0,2256,100,100,50,0
b,1948,1,CLIVE,89,648,0,3,2283,100,100,50,0
b,1948,5,HARVEY,90,641,0,2,2211,50,100,50,0
b,1948,2,LY,96,626,1,3,2353,50,100,50,0
b,1948,3,PETER,98,621,0,1,2342,50,100,50,0
b,1949,3,SARA,98,608,0,2,2432,100,100,50,0
b,1949,1,LE,103,633,0,1,2209,50,100,50,0
b,1949,2,GARY,101,634,0,2,2496,100,100,50,0
b,1949,4,JENNY,99,649,0,2,2296,50,100,50,0
b,1949,0,RICA,103,627,0,0,2403,50,100,50,0
b,1949,5,EDWARD,93,616,0,2,2312,50,100,50,0
b,1950,3,JAMES,100,652,0,2,2377,50,100,50,0
b,1950,1,LE,97,627,0,1,2242,50,100,50,0
b,1950,4,PAU,92,649,0,2,2391,50,100,50,0
b,1950,2,SAMMY,88,656,0,0,2492,50,100,50,0
b,1950,5,RUDY,99,652,0,2,2260,50,100,50,0
b,1950,0,TERRY,100,618,0,3,2464,100,100,50,0
b,1951,0,SAM,105,639,0,1,2422,50,100,50,1
b,1951,4,YOUNG,99,625,0,3,2234,50,100,50,1
b,1951,1,ROBER,104,643,0,0,2408,100,100,50,1
b,1951,3,GRAHAM,97,643,0,3,2496,100,100,50,1
b,1951,5,HARVEY,92,657,0,1,2302,50,100,50,1
b,1951,2,ELEN,98,634,0,3,2427,100,100,50,1
b,1952,1,PETER,102,614,0,3,2422,50,100,50,1
b,1952,5,LE,102,622,0,2,2479,100,100,50,1
b,1952,4,GARY,94,631,0,3,2227,50,100,50,1
b,1952,3,CLIVE,100,658,0,1,2244,100,100,50,1
b,1952,2,ARL,98,652,0,3,2242,100,100,50,1
b,1952,0,ANDY,102,647,0,1,2396,50,100,50,1
b,1953,5,SANDY,98,632,0,2,2454,50,100,50,1
b,1953,2,KNIGHT,101,626,0,3,2269,100,100,50,1
b,1953,4,YOUNG,101,633,0,2,2392,100,100,50,1
b,1953,0,JENNY,105,639,0,1,2427,100,100,50,1
b,1953,1,FOX,99,602,0,3,2219,50,100,50,1
b,1953,3,MARIE,95,648,0,3,2401,50,100,50,1
b,1954,0,RUDY,100,639,0,1,2283,100,100,50,0
b,1954,5,JU,105,637,0,2,2251,100,100,50,0
b,1954,2,GREY,90,605,0,0,2204,50,100,50,0
b,1954,3,GARY,105,656,0,1,2220,100,100,50,0
b,1954,4,TERRY,94,627,1,2,2485,100,100,50,0
b,1954,1,JENNY,91,610,0,0,2444,100,100,50,0
b,1955,3,JENNY,102,616,1,3,2418,100,100,50,0
b,1955,4,GARY,90,656,1,2,2303,50,100,50,0
b,1955,5,MARIE,97,650,0,2,2204,50,100,50,0
b,1955,1,TERRY,93,624,0,1,2323,100,100,50,0
b,1955,2,GRAHAM,99,647,0,1,2403,50,100,50,0
b,1955,0,LE,104,630,0,1,2346,100,100,50,0
b,1956,0,PETER,101,620,0,1,2416,100,100,50,1
b,1956,5,TERRY,91,605,0,0,2317,50,100,50,1
b,1956,2,LE,103,624,0,3,2456,50,100,50,1
b,1956,3,RUDY,93,625,0,1,2411,50,100,50,1
b,1956,1,ROBER,104,646,0,1,2494,50,100,50,1
b,1956,4,TOM,93,624,0,3,2380,50,100,50,1
b,1957,4,GARY,103,610,0,3,2325,50,100,50,0
b,1957,2,SAM,104,620,0,3,2423,100,100,50,0
b,1957,1,JENNY,99,658,0,1,2277,100,100,50,0
b,1957,0,TOM,104,645,0,1,2288,50,100,50,0
b,1957,5,GRAHAM,91,658,0,0,2251,50,100,50,0
b,1957,3,GREY,98,658,0,2,2453,100,100,50,0
b,1958,3,JOEL,90,610,0,2,2444,50,100,50,1
b,1958,5,SEAN,103,601,0,2,2237,100,100,50,1
b,1958,2,CLIVE,104,608,0,1,2415,50,100,50,1
b,1958,0,TIM,101,625,0,0,2365,100,100,50,1
b,1958,1,NANCY,102,609,0,3,2432,50,100,50,1
b,1958,4,SANDY,95,628,0,2,2286,100,100,50,1
b,1959,5,TIM,102,617,0,2,2354,50,100,50,1
b,1959,0,LIA,101,607,0,0,2467,100,100,50,1
b,1959,2,EDWARD,105,604,0,3,2208,100,100,50,1
b,1959,3,SANDY,93,608,0,0,2358,100,100,50,1
b,1959,1,NANCY,98,612,0,0,2301,100,100,50,1
b,1959,4,CLIVE,99,658,0,0,2233,50,100,50,1
b,1960,4,TIM,101,608,0,3,2234,100,100,50,0
b,1960,5,SAM,90,634,0,1,2246,100,100,50,0
b,1960,2,AIMEE,91,637,0,1,2324,50,100,50,0
b,1960,1,ELEN,91,602,0,3,2429,100,100,50,0
b,1960,3,DAN,97,645,0,3,2403,50,100,50,0
b,1960,0,HARVEY,105,652,0,1,2356,50,100,50,0
b,1961,2,PAU,92,601,1,1,2251,100,100,50,0
b,1961,1,SEAN,91,604,0,1,2400,100,100,50,0
b,1961,3,RUDY,95,657,0,2,2483,100,100,50,0
b,1961,5,YOUNG,92,614,0,2,2328,100,100,50,0
b,1961,0,JOEL,98,642,0,1,2387,100,100,50,0
b,1961,4,LE,99,631,0,2,2464,50,100,50,0
b,1962,3,GEORGE,89,643,0,0,2444,50,100,50,0
b,1962,0,JENNY,96,627,0,0,2497,100,100,50,0
b,1962,5,SAM,103,604,0,2,2397,50,100,50,0
b,1962,2,GARY,89,643,0,0,2306,100,100,50,0
b,1962,4,PAULA,90,656,0,0,2224,100,100,50,0
b,1962,1,NANCY,103,606,0,1,2209,50,100,50,0
b,1963,5,HARVEY,92,625,0,2,2478,50,100,50,1
b,1963,2,GARY,89,657,1,2,2438,50,100,50,1
b,1963,3,RUDY,103,628,1,2,2478,50,100,50,1
b,1963,1,YOUNG,101,600,0,1,2244,100,100,50,1
b,1963,0,SEAN,101,606,0,1,2434,100,100,50,1
b,1963,4,DAN,101,619,0,2,2302,50,100,50,1
b,1964,1,KNIGHT,106,625,0,0,2318,50,100,50,1
b,1964,2,RICA,100,653,0,1,2255,50,100,50,1
b,1964,4,ARL,98,658,0,3,2494,50,100,50,1
b,1964,0,LY,99,615,0,3,2495,100,100,50,1
b,1964,3,CLIVE,99,630,0,0,2388,100,100,50,1
b,1964,5,PAU,95,624,0,2,2242,100,100,50,1
b,1965,5,TOM,104,626,0,2,2236,50,100,50,1
b,1965,1,PAU,105,624,1,0,2302,50,100,50,1
b,1965,4,RUDY,90,615,0,2,2340,100,100,50,1
b,1965,0,ANDY,101,626,0,1,2474,50,100,50,1
b,1965,2,KNIGHT,102,639,0,1,2368,50,100,50,1
b,1965,3,LE,106,607,0,1,2338,100,100,50,1
b,1966,3,SARA,91,634,0,0,2247,50,100,50,0
b,1966,5,GREY,98,606,0,2,2257,100,100,50,0
b,1966,2,LE,90,639,0,0,2426,50,100,50,0
b,1966,4,SEAN,91,611,0,3,2230,100,100,50,0
b,1966,0,LY,92,631,0,0,2448,100,100,50,0
b,1966,1,ROBER,97,652,0,3,2262,100,100,50,0
b,1967,4,MIKE,97,646,0,2,2278,50,100,50,0
b,1967,2,PAULA,94,651,0,0,2420,50,100,50,0
b,1967,1,RUDY,97,617,0,0,2307,100,100,50,0
b,1967,5,PAU,91,640,0,2,2232,100,100,50,0
b,1967,3,JOHN,92,622,0,0,2298,100,100,50,0
b,1967,0,SEAN,101,612,0,0,2283,100,100,50,0
b,1968,2,LIA,101,625,0,3,2277,100,100,50,1
b,1968,3,JAMES,91,617,0,0,2416,50,100,50,1
b,1968,1,JU,94,608,0,1,2321,100,100,50,1
b,1968,0,LE,90,627,0,0,2418,100,100,50,1
b,1968,5,CLIVE,95,612,0,1,2245,100,100,50,1
b,1968,4,GARY,92,650,0,0,2234,50,100,50,1
b,1969,1,BLUES,103,641,0,1,2247,100,100,50,0
b,1969,0,AIMEE,92,652,1,1,2399,100,100,50,0
b,1969,3,SARA,106,619,0,0,2215,50,100,50,0
b,1969,2,PAU,103,601,0,1,2315,100,100,50,0
b,1969,5,JOEL,97,604,1,0,2244,50,100,50,0
b,1969,4,ROBIN,99,647,0,1,2205,50,100,50,0
b,1970,4,YOUNG,89,605,0,3,2280,100,100,50,1
b,1970,0,ELEN,101,653,0,1,2496,50,100,50,1
b,1970,5,SAM,90,633,0,1,2212,100,100,50,1
b,1970,1,PAU,100,634,0,1,2396,50,100,50,1
b,1970,3,HARVEY,96,658,0,0,2415,50,100,50,1
b,1970,2,CLIVE,96,610,0,0,2477,100,100,50,1
b,1971,4,SARA,97,652,0,1,2340,50,100,50,0
b,1971,0,RUDY,103,635,0,0,2438,100,100,50,0
b,1971,3,TOM,102,657,0,1,2354,100,100,50,0
b,1971,1,GREY,98,605,0,3,2432,100,100,50,0
b,1971,5,TERRY,93,625,0,2,2390,50,100,50,0
b,1971,2,GEORGE,104,601,0,3,2306,50,100,50,0
b,1972,0,SAM,98,648,0,1,2294,100,100,50,1
b,1972,3,LIA,105,640,0,2,2265,100,100,50,1
b,1972,5,ELEN,103,627,0,2,2314,100,100,50,1
b,1972,4,TERRY,103,604,0,2,2352,50,100,50,1
b,1972,2,FOX,101,615,0,0,2249,50,100,50,1
b,1972,1,LE,98,614,0,0,2271,50,100,50,1
b,1973,3,JAMES,94,608,0,3,2370,50,100,50,0
b,1973,4,SAMMY,98,633,0,2,2412,50,100,50,0
b,1973,1,LIA,101,602,0,1,2284,100,100,50,0
b,1973,0,MIKE,103,638,0,1,2454,50,100,50,0
b,1973,5,TOM,104,657,0,2,2361,50,100,50,0
b,1973,2,TIM,100,632,0,0,2318,50,100,50,0
b,1974,2,YOUNG,95,640,0,1,2200,50,100,50,0
b,1974,5,CLIVE,97,612,1,2,2237,50,100,50,0
b,1974,1,JOEL,98,649,0,3,2389,100,100,50,0
b,1974,4,KNIGHT,104,601,0,0,2307,50,100,50,0
b,1974,3,NANCY,97,605,1,1,2383,50,100,50,0
b,1974,0,LY,95,607,0,1,2406,100,100,50,0
b,1975,4,SARA,97,635,1,1,2279,50,100,50,1
b,1975,1,ROBER,100,646,0,0,2310,100,100,50,1
b,1975,3,TIM,104,600,0,0,2269,50,100,50,1
b,1975,5,ANDY,94,617,1,3,2292,50,100,50,1
b,1975,2,TERRY,103,616,0,0,2251,50,100,50,1
b,1975,0,HARVEY,98,649,1,0,2286,100,100,50,1
b,1976,0,ELEN,101,659,0,1,2497,50,100,50,1
b,1976,3,JENNY,103,604,0,2,2385,100,100,50,1
b,1976,5,PAU,95,606,0,2,2201,50,100,50,1
b,1976,4,TOM,90,610,0,2,2276,50,100,50,1
b,1976,2,SARA,99,610,1,1,2258,100,100,50,1
b,1976,1,RUDY,104,638,1,0,2215,50,100,50,1
b,1977,2,PETER,99,624,0,1,2359,100,100,50,1
b,1977,0,GRAHAM,95,621,0,1,2337,100,100,50,1
b,1977,4,PAULA,98,641,0,0,2228,50,100,50,1
b,1977,3,MARIE,91,607,0,3,2285,50,100,50,1
b,1977,5,ELEN,90,607,0,0,2409,50,100,50,1
b,1977,1,ROBER,99,659,1,0,2303,50,100,50,1
b,1978,5,RUDY,90,615,1,2,2387,100,100,50,0
b,1978,2,GRAHAM,91,630,0,1,2364,50,100,50,0
b,1978,3,PAU,96,637,0,2,2324,100,100,50,0
b,1978,0,MIKE,99,613,1,3,2487,100,100,50,0
b,1978,1,JENNY,94,617,0,1,2346,50,100,50,0
b,1978,4,FOX,95,601,0,2,2329,50,100,50,0
b,1979,2,ANDY,93,627,1,0,2441,100,100,50,0
b,1979,4,JENNY,96,640,0,2,2413,100,100,50,0
b,1979,1,RUDY,103,610,0,3,2278,100,100,50,0
b,1979,5,AIMEE,104,610,0,2,2412,50,100,50,0
b,1979,3,LIA,102,618,1,3,2316,50,100,50,0
b,1979,0,TERRY,102,621,0,1,2414,100,100,50,0
b,1980,2,LE,91,624,0,2,2457,100,100,50,1
b,1980,0,ANDY,92,630,0,1,2282,100,100,50,1
b,1980,3,JENNY,104,648,0,2,2348,100,100,50,1
b,1980,5,GREY,88,606,0,2,2205,100,100,50,1
b,1980,4,JOEL,93,609,0,2,2301,50,100,50,1
