164,500,JU,s,0,149,525,LE,b,0,155,511,SANDY,p,0,149,507,KNIGHT,s,0,159,516,LIA,b,0,163,508,TERRY,g,0,461325,5399
151,514,LY,s,0,155,525,SAMMY,p,0,151,523,GREY,p,0,156,522,LE,s,0,152,517,CLIVE,b,0,159,528,TOM,p,0,462315,5400
160,521,TOM,s,0,160,526,FOX,b,0,147,528,DAN,g,2,162,500,MARIE,s,0,147,519,ANDY,g,0,154,512,DARIO,s,0,354612,5401
160,521,TOM,s,0,160,526,FOX,b,0,147,528,DAN,g,2,162,500,MARIE,s,0,147,519,ANDY,g,0,154,512,DARIO,s,0,354612,5402
170,505,DARIO,p,0,165,527,JENNY,p,0,167,503,MIKE,g,0,168,515,LIA,b,0,164,527,SAM,p,0,150,502,PETER,b,0,351246,5403
155,512,SEAN,p,0,147,520,EDWARD,b,0,163,508,YOUNG,b,0,152,524,RICA,b,0,157,528,PAULA,s,0,169,523,JENNY,b,0,513264,5404
165,526,DAN,p,0,153,521,ARL,p,0,159,513,SANDY,b,2,158,509,NANCY,b,0,151,500,SAM,b,2,164,507,SEAN,g,0,261345,5405
151,510,ARL,g,0,159,522,ANDY,b,0,156,525,LIA,s,0,165,517,BLUES,g,0,168,501,HARVEY,g,0,160,527,TIM,p,0,645312,5406
160,517,ELEN,g,0,164,522,LIA,p,0,152,500,SARA,s,0,149,502,LE,g,2,163,502,GRAHAM,g,0,156,518,CLIVE,s,0,463215,5407
170,501,YOUNG,g,0,170,516,ARL,b,0,148,505,LE,s,2,155,511,RUDY,g,0,156,504,SANDY,p,0,152,501,DARIO,b,0,513426,5408
155,508,RICA,b,0,151,517,MARIE,p,0,168,511,JENNY,p,0,161,526,TOM,p,0,150,512,PAU,s,0,147,522,DARIO,g,0,534621,5409
165,522,BLUES,b,0,157,517,LY,b,0,165,516,ELEN,p,0,168,504,GARY,p,0,167,513,LIA,b,0,166,512,PETER,p,0,346125,5410
151,506,RICA,b,0,162,518,PETER,p,0,161,528,RUDY,g,2,152,519,GREY,p,0,162,515,HARVEY,g,0,162,526,ELEN,s,0,265341,5411
160,513,LIA,b,2,168,512,LE,b,0,158,503,PAULA,g,0,158,528,SANDY,p,0,155,516,GREY,p,0,157,516,MARIE,b,0,543261,5412
170,527,JOEL,s,0,150,512,JU,p,0,154,508,DAN,b,0,164,513,RICA,s,0,149,517,RUDY,p,0,153,507,HARVEY,g,0,546123,5413
155,504,SEAN,s,0,156,513,BLUES,b,0,149,513,RICA,b,0,148,521,KNIGHT,s,0,166,519,PETER,s,0,149,521,ANDY,p,2,514623,5414
165,518,PAULA,s,2,161,513,JU,p,0,169,518,MARIE,b,0,155,506,NANCY,s,0,161,520,LE,b,0,168,511,SARA,s,0,162435,5415
151,502,GEORGE,p,0,166,507,GREY,b,2,166,500,ELEN,s,0,161,515,YOUNG,b,0,154,528,FOX,g,0,164,502,JU,b,0,513624,5416
161,509,LE,p,0,148,508,RICA,p,0,162,505,JOEL,s,0,168,500,DAN,b,2,147,500,LY,p,0,159,522,DARIO,g,0,635124,5417
170,523,BLUES,p,2,154,508,MIKE,b,0,158,510,JOEL,p,0,152,508,YOUNG,b,0,165,501,PETER,s,2,155,506,JAMES,g,2,315624,5418
155,500,YOUNG,g,0,160,509,TIM,p,0,155,515,JOHN,p,0,157,523,RICA,g,0,159,502,MIKE,s,0,150,526,FOX,p,0,124536,5419
165,514,GREY,g,0,166,510,MARIE,b,0,151,520,JOHN,g,0,164,502,ANDY,g,0,153,504,PETER,b,2,170,517,ELEN,s,0,613452,5420
151,528,RUDY,g,2,147,503,JENNY,p,2,148,502,LY,g,0,148,517,HARVEY,g,0,170,505,TOM,g,0,165,500,ARL,b,0,541236,5421
161,505,JAMES,b,0,152,504,JOEL,b,0,168,507,YOUNG,g,0,154,525,GEORGE,p,0,164,513,JENNY,p,0,161,521,SARA,g,2,354612,5422
170,519,RICA,b,0,158,505,GRAHAM,p,0,164,512,MARIE,b,0,161,510,GARY,p,0,158,515,JAMES,s,0,157,511,PETER,p,0,462531,5423
156,526,YOUNG,b,0,164,505,HARVEY,b,0,159,517,TERRY,b,0,167,518,LY,p,0,152,516,SAM,b,0,152,525,PETER,s,0,465231,5424
165,510,LE,s,0,169,529,SAMMY,p,0,156,522,LIA,s,0,151,504,SAM,s,0,169,517,ANDY,b,0,148,516,LY,b,0,421365,5425
151,524,MIKE,s,0,152,500,ROBIN,b,2,152,528,TIM,s,0,157,512,GREY,s,0,163,519,LE,g,0,167,506,JENNY,g,2,631452,5426
161,501,GREY,s,0,156,500,ARL,p,0,149,509,ROBER,p,0,164,527,MARIE,s,2,157,520,SAM,p,0,163,520,JAMES,p,0,654123,5427
170,515,TOM,p,0,162,501,ARL,b,0,168,515,ANDY,p,0,148,505,JAMES,b,2,150,521,JU,s,0,159,510,SARA,s,0,163542,5428
156,522,JOEL,p,0,168,525,RICA,p,0,165,520,DARIO,p,0,153,521,JENNY,b,0,168,500,GREY,b,0,154,501,TERRY,b,0,213564,5429
165,506,ELEN,p,0,150,525,JOEL,b,0,161,525,LE,g,0,160,529,GARY,b,0,161,501,PAU,g,0,149,514,SEAN,g,0,513624,5430
152,520,AIMEE,p,0,155,526,JAMES,p,0,158,500,TERRY,g,2,167,514,MIKE,b,0,156,502,LE,g,0,168,505,YOUNG,g,0,651234,5431
161,527,YOUNG,g,0,161,526,SEAN,b,0,154,512,FOX,b,0,151,522,DARIO,g,0,149,504,PAULA,p,0,164,525,NANCY,p,0,654123,5432
170,511,HARVEY,g,0,166,520,MARIE,p,0,150,517,JENNY,b,0,157,508,JOHN,g,0,167,505,FOX,s,2,160,509,SAM,s,0,651243,5433
156,525,YOUNG,g,0,148,521,KNIGHT,b,0,169,522,GEORGE,s,2,163,516,AIMEE,g,0,160,506,JENNY,b,0,156,500,JOHN,b,0,143562,5434
165,502,FOX,b,0,154,521,RUDY,p,0,166,527,DAN,s,0,147,501,JENNY,p,0,155,515,AIMEE,g,0,152,520,KNIGHT,g,0,352461,5435
